from,to,early,morning,am_peak,inter_peak,pm_peak,evening,late,night
940GZZLUADE,940GZZLUBXN,0.0,0.341,5.1349998,27.94,90.598,45.763,12.856,0.0
940GZZLUADE,940GZZLUSWK,0.0,0.378,1.822,6.863,10.292,3.742,1.058,0.0
940GZZLUADE,940GZZLUBMY,0.0,0.07,0.24900001,2.475,5.5,2.084,0.61800003,0.0
940GZZLUADE,940GZZLUCWR,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0
940GZZLUAGL,940GZZLUBBN,0.0,0.0,1.877,5.37,3.215,0.705,0.521,0.0
940GZZLUAGL,940GZZLUALD,0.0,0.331,29.961,32.542,30.328,8.23,5.366,0.0
940GZZLUAGL,940GZZLUADE,0.0,0.147,11.603,20.611,17.762,8.302,6.068,0.0
940GZZLUAGL,940GZZLUBST,0.0,2.65,69.588,65.426,54.068,15.352,6.343,0.0
940GZZLUAGL,940GZZLUBNK,0.0,54.63,591.193,495.144,704.903,211.658,96.29,0.0
940GZZLUAGL,940GZZLUBSC,0.0,0.26500002,19.882,13.433,16.375,10.898,7.928,0.0
940GZZLUAGL,940GZZLUBWT,0.0,0.11,1.678,1.949,1.964,2.22,1.556,0.0
940GZZLUAGL,940GZZLUBLG,0.0,0.367,3.309,23.518,34.662,26.058,16.049,0.0
940GZZLUAGL,940GZZLUBKF,0.0,0.226,9.319,6.705,4.157,0.72900003,0.828,0.0
940GZZLUAGL,940GZZLUBND,0.0,1.18,13.162,37.36,26.355,5.049,1.082,0.0
940GZZLUAGL,940GZZLUBOR,0.0,2.891,67.234,76.197,53.48,28.353,26.659,0.0
940GZZLUAGL,940GZZLUCAR,0.0,0.0,4.354,14.03,8.186,9.769,3.819,0.0
940GZZLUAGL,940GZZLUCTN,0.0,2.592,74.819,172.134,113.709,66.078,23.532999,0.0
940GZZLUAGL,940GZZLUCST,0.0,0.92800003,1.089,1.102,4.953,1.355,0.143,0.0
940GZZLUAGL,940GZZLUCHL,0.0,0.0,2.348,9.712,2.59,1.391,0.201,0.0
940GZZLUAGL,940GZZLUEMB,0.0,0.48000002,12.311,12.801,13.31,3.637,1.0370001,0.0
940GZZLUAGL,940GZZLUCGN,0.0,0.427,23.105,78.144,69.031,15.784,1.947,0.0
940GZZLUAGL,940GZZLUECT,0.0,1.397,18.417,25.273,30.472,19.628,12.563,0.0
940GZZLUAGL,940GZZLUERC,0.0,0.308,24.771,19.732,13.468,8.815,5.5620003,0.0
940GZZLUAGL,940GZZLUEAC,0.0,6.186,94.716,165.084,179.641,93.39,66.587,0.0
940GZZLUAGL,940GZZLUEUS,0.0,14.173,133.376,256.824,290.087,114.125,44.664,0.0
940GZZLUAGL,940GZZLUESQ,0.0,0.15,2.375,4.254,4.145,1.492,0.734,0.0
940GZZLUAGL,940GZZLUFCN,0.0,1.515,14.476,28.815,25.342001,12.727,5.015,0.0
940GZZLUAGL,940GZZLUFYR,0.0,0.35500002,3.961,9.142,12.15,8.826,4.931,0.0
940GZZLUAGL,940GZZLUFPK,0.0,0.269,4.396,29.801,30.683,25.909,16.756,0.0
940GZZLUAGL,940GZZLUFBY,0.0,0.202,11.841001,9.639,12.728,10.023,4.672,0.0
940GZZLUAGL,940GZZLUGTR,0.0,2.2,11.909,20.881,21.001,11.015,6.024,0.0
940GZZLUAGL,940GZZLUGDG,0.0,0.063,24.742,26.755001,13.209,4.655,1.824,0.0
940GZZLUAGL,940GZZLUGPS,0.0,0.164,32.274,18.162,10.227,2.719,1.24,0.0
940GZZLUAGL,940GZZLUGPK,0.0,3.691,71.042,88.115,41.243,9.804,2.527,0.0
940GZZLUAGL,940GZZLUHSD,0.0,2.038,50.919,29.437,39.246,17.605,11.988,0.0
940GZZLUAGL,940GZZLUHAI,0.0,0.041,1.404,4.263,5.572,4.757,2.153,0.0
940GZZLUAGL,940GZZLUHSK,0.0,0.216,20.695,19.712,7.497,4.483,1.712,0.0
940GZZLUAGL,940GZZLUHBN,0.0,0.241,19.499,39.362,24.693,3.979,0.795,0.0
940GZZLUAGL,940GZZLUHPK,0.0,0.718,3.719,7.222,4.086,3.052,1.468,0.0
940GZZLUAGL,940GZZLUHWY,0.0,0.0,0.90900004,7.903,5.498,3.856,1.632,0.0
940GZZLUAGL,940GZZLUHPC,0.0,0.588,8.337,12.062,6.331,2.207,0.223,0.0
940GZZLUAGL,940GZZLUKNG,0.0,0.919,14.431,24.302,38.465,24.994,20.822,0.0
940GZZLUAGL,940GZZLUKSH,0.0,0.862,36.117,59.028,56.094,41.256,21.488,0.0
940GZZLUAGL,940GZZLUKBN,0.0,0.091000006,1.918,5.246,7.527,7.972,6.358,0.0
940GZZLUAGL,940GZZLUKSX,0.0,11.7890005,95.904,300.885,287.087,112.059,64.773,0.0
940GZZLUAGL,940GZZLUKNB,0.0,1.785,23.622,42.937,20.134,6.004,1.459,0.0
940GZZLUAGL,940GZZLULBN,0.0,0.606,6.575,7.482,10.216,4.982,2.704,0.0
940GZZLUAGL,940GZZLULGT,0.0,0.198,1.587,5.156,5.62,2.92,2.396,0.0
940GZZLUAGL,940GZZLULSQ,0.0,0.163,22.045,74.808,66.579,21.299,5.84,0.0
940GZZLUAGL,940GZZLULVT,0.0,2.264,19.473,104.552,155.318,72.086,18.064,0.0
940GZZLUAGL,940GZZLULNB,0.0,34.289,436.313,553.536,1010.581,454.792,256.758,0.0
940GZZLUAGL,940GZZLUMSH,0.0,0.0,1.026,0.685,0.3,0.004,0.0,0.0
940GZZLUAGL,940GZZLUMBA,0.0,0.718,11.323,17.101,12.006,2.772,0.998,0.0
940GZZLUAGL,940GZZLUMYB,0.0,0.41,2.499,10.106,12.003,6.279,3.8930001,0.0
940GZZLUAGL,940GZZLUMED,0.0,0.146,5.429,31.459,33.8,23.323,17.161,0.0
940GZZLUAGL,940GZZLUMGT,0.0,13.368,192.933,199.271,164.603,47.007,24.752,0.0
940GZZLUAGL,940GZZLUMTC,0.0,0.0,11.536,8.233,2.399,3.289,2.535,0.0
940GZZLUAGL,940GZZLUNHG,0.0,0.055000003,10.194,17.391,12.127,7.779,3.162,0.0
940GZZLUAGL,940GZZLUODS,0.0,0.702,61.629,203.901,165.052,81.223,43.063,0.0
940GZZLUAGL,940GZZLUOVL,0.0,3.627,41.068,46.184,65.231,46.394,30.71,0.0
940GZZLUAGL,940GZZLUOXC,0.0,6.712,131.197,256.039,157.121,33.105,5.197,0.0
940GZZLUAGL,940GZZLUPAC,0.0,5.297,70.784,90.778,119.028,45.575,23.414,0.0
940GZZLUAGL,940GZZLUPCC,0.0,1.452,39.77,68.161,56.794,15.554,2.55,0.0
940GZZLUAGL,940GZZLUQWY,0.0,0.97900003,2.208,8.469,10.049,5.058,3.011,0.0
940GZZLUAGL,940GZZLURYO,0.0,0.439,7.088,8.181,6.882,6.005,3.446,0.0
940GZZLUAGL,940GZZLURSQ,0.0,0.187,9.84,32.802002,18.274,6.323,3.344,0.0
940GZZLUAGL,940GZZLUSJP,0.0,0.32,14.821,8.144,5.334,1.86,1.278,0.0
940GZZLUAGL,940GZZLUSJW,0.0,0.832,5.94,11.32,5.584,2.872,2.136,0.0
940GZZLUAGL,940GZZLUSPU,0.0,0.166,4.552,9.766,4.499,0.538,0.617,0.0
940GZZLUAGL,940GZZLUSBC,0.0,0.108,6.631,23.066,24.203,11.288,7.8190002,0.0
940GZZLUAGL,940GZZLUSSQ,0.0,1.165,16.941,25.778,14.27,6.256,1.087,0.0
940GZZLUAGL,940GZZLUSKS,0.0,3.335,45.642,82.375,43.523,18.986,6.484,0.0
940GZZLUAGL,940GZZLUSKW,0.0,0.61,13.809,29.294,50.725,34.287,22.115,0.0
940GZZLUAGL,940GZZLUCHX,0.0,0.066,16.672,31.679,26.67,5.759,0.811,0.0
940GZZLUAGL,940GZZLUSWC,0.0,0.671,1.016,3.966,4.092,1.977,1.886,0.0
940GZZLUAGL,940GZZLUTMP,0.0,0.0,4.008,5.782,3.447,1.151,0.486,0.0
940GZZLUAGL,940GZZLUTCR,0.0,0.155,19.885,59.268,41.799,10.688,1.73,0.0
940GZZLUAGL,940GZZLUTWH,0.0,0.869,22.363,32.746,64.835,12.607,8.225,0.0
940GZZLUAGL,940GZZLUVIC,0.0,16.497,189.69499,238.482,319.017,126.797,66.562004,0.0
940GZZLUAGL,940GZZLUWRR,0.0,0.463,16.445,31.171,17.289,4.039,2.576,0.0
940GZZLUAGL,940GZZLUWKA,0.0,0.034,0.757,3.509,4.642,3.396,2.459,0.0
940GZZLUAGL,940GZZLUWLO,0.0,18.695,80.607,162.371,342.702,114.467,65.252,0.0
940GZZLUAGL,940GZZLUWBN,0.0,1.1,3.377,2.956,2.877,2.923,0.744,0.0
940GZZLUAGL,940GZZLUWHP,0.0,0.681,0.929,5.362,6.238,5.817,2.905,0.0
940GZZLUAGL,940GZZLUWKN,0.0,0.0,2.204,3.929,3.6430001,5.953,2.516,0.0
940GZZLUAGL,940GZZLUWSM,0.0,0.775,25.866,37.196,14.137,2.945,1.094,0.0
940GZZLUAGL,940GZZLUWPL,0.0,0.066,4.268,14.662,12.225,6.35,3.871,0.0
940GZZLUAGL,940GZZLUWIG,0.0,0.0,0.933,8.757,16.028,11.84,6.879,0.0
940GZZLUAGL,940GZZLUERB,0.0,0.0,0.57600003,1.997,1.974,0.609,0.262,0.0
940GZZLUAGL,940GZZLUPCO,0.0,0.696,25.888,32.956,27.987,16.888,8.368,0.0
940GZZLUAGL,940GZZLUVXL,0.0,6.894,57.487,79.899,130.499,70.124,30.063,0.0
940GZZLUAGL,940GZZLUBXN,0.0,1.256,16.286,55.376,106.791,75.666,46.092,0.0
940GZZLUAGL,940GZZLUSWK,0.0,1.4,30.599,36.73,26.87,9.264,2.982,0.0
940GZZLUAGL,940GZZLUBMY,0.0,0.736,19.358,21.305,35.805,19.844,16.18,0.0
940GZZLUAGL,940GZZLUCWR,0.0,1.072,11.125,58.411,119.538,89.564,45.276,0.0
940GZZLUBST,940GZZLUBBN,0.0,13.405,293.294,204.385,109.465004,38.099,12.475,0.0
940GZZLUBST,940GZZLUALD,0.02,9.961,220.06999,122.453,148.715,27.745,11.425,0.0
940GZZLUBST,940GZZLUADE,0.0,2.362,49.477,80.145,50.321,26.404,14.245,0.0
940GZZLUBST,940GZZLUAGL,0.0,1.495,26.381,49.422,64.436,26.597,4.284,0.0
940GZZLUBST,940GZZLUBNK,0.0,5.894,88.138,118.314,76.175,25.083,5.591,0.0
940GZZLUBST,940GZZLUBSC,0.0,0.207,5.011,9.481,7.869,10.568,2.525,0.0
940GZZLUBST,940GZZLUBWT,0.0,2.424,0.0,20.469,38.596,12.666,5.252,0.0
940GZZLUBST,940GZZLUBLG,0.0,0.0,4.383,25.642,38.574,15.652,5.817,0.018
940GZZLUBST,940GZZLUBKF,0.0,0.661,29.983,19.960001,15.672,3.299,0.35,0.0
940GZZLUBST,940GZZLUBND,0.0,0.859,39.045,211.176,106.898,24.809,5.4240003,0.006
940GZZLUBST,940GZZLUBOR,0.0,0.095,2.698,8.115,4.298,2.339,1.456,0.0
940GZZLUBST,940GZZLUCAR,0.0,1.119,11.547,19.775,23.562,11.964,5.161,0.0
940GZZLUBST,940GZZLUCTN,0.0,0.0,6.481,66.827,19.078,5.994,0.987,0.0
940GZZLUBST,940GZZLUCST,0.0,1.873,23.608,13.843,9.194,0.917,0.0,0.0
940GZZLUBST,940GZZLUCHL,0.0,1.446,29.435,36.503,15.617,6.394,0.794,0.0
940GZZLUBST,940GZZLUEMB,0.0,0.322,33.303,74.696,45.374,7.908,1.141,0.0
940GZZLUBST,940GZZLUCGN,0.0,0.199,10.636,93.051,54.901,10.855,1.139,0.0
940GZZLUBST,940GZZLUECT,0.0,0.207,8.907001,49.895,46.826,30.768,11.118,0.0
940GZZLUBST,940GZZLUERC,0.0,0.341,6.355,44.108,30.409,9.389,3.7280002,0.0
940GZZLUBST,940GZZLUEAC,0.0,1.582,39.625,111.693,137.838,74.09,26.446001,0.0
940GZZLUBST,940GZZLUEUS,0.0,0.18,1.261,7.191,4.177,2.26,0.231,0.0
940GZZLUBST,940GZZLUESQ,0.0,9.358,152.874,311.935,248.046,56.349,17.371,0.0
940GZZLUBST,940GZZLUFCN,0.0,29.636,708.643,440.724,380.053,134.076,30.425,0.0
940GZZLUBST,940GZZLUFYR,0.0,0.777,59.059,132.985,167.699,86.068,25.456,0.014
940GZZLUBST,940GZZLUFPK,0.0,2.428,12.956,66.999,121.532,56.398,24.417,0.0
940GZZLUBST,940GZZLUFBY,0.0,0.114,10.232,25.229,24.559,13.417,3.467,0.0
940GZZLUBST,940GZZLUGTR,0.0,3.389,3.946,52.904,22.583,21.029001,4.85,0.0
940GZZLUBST,940GZZLUGDG,0.0,0.0,0.44,6.163,1.1110001,0.739,0.132,0.0
940GZZLUBST,940GZZLUGPS,0.0,0.876,31.18,56.723,23.663,11.973,4.821,0.0
940GZZLUBST,940GZZLUGPK,0.0,6.728,135.312,306.201,109.218,29.805,8.809,0.009
940GZZLUBST,940GZZLUHSD,0.0,0.127,2.384,3.922,6.454,3.6369998,0.688,0.0
940GZZLUBST,940GZZLUHAI,0.0,0.141,21.917,65.093,163.722,78.514,16.687,0.0
940GZZLUBST,940GZZLUHSK,0.0,5.47,12.848,82.697,47.748,27.368,4.866,0.0
940GZZLUBST,940GZZLUHBN,0.0,2.107,64.508,104.226,42.769,12.908,1.431,0.0
940GZZLUBST,940GZZLUHPK,0.0,0.108,6.808,8.779,7.384,3.669,1.38,0.0
940GZZLUBST,940GZZLUHWY,0.0,0.127,7.211,27.976,33.258,15.07,5.931,0.0
940GZZLUBST,940GZZLUHPC,0.0,0.0,3.328,14.377,5.299,1.418,0.004,0.0
940GZZLUBST,940GZZLUKNG,0.0,0.0,0.521,5.441,11.945,8.088,4.5230002,0.0
940GZZLUBST,940GZZLUKOY,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0
940GZZLUBST,940GZZLUKSH,0.0,0.0,2.63,5.285,10.661,6.381,1.483,0.0
940GZZLUBST,940GZZLUKBN,0.0,2.236,9.921,71.977,117.255,69.016,28.945,0.037
940GZZLUBST,940GZZLUKSX,0.0,30.641,289.251,653.863,774.69,182.052,50.519,0.0
940GZZLUBST,940GZZLUKNB,0.0,0.73,9.991,95.585,50.657,8.925,1.424,0.002
940GZZLUBST,940GZZLULBN,0.0,1.108,11.196,28.939,26.808,14.718,6.978,0.0
940GZZLUBST,940GZZLULGT,0.0,0.0,0.552,9.772,6.715,2.19,1.177,0.0
940GZZLUBST,940GZZLULSQ,0.0,0.0,4.525,39.165,26.774,7.962,2.4259999,0.0
940GZZLUBST,940GZZLULVT,0.095,48.582,580.582,564.853,956.066,271.497,75.425,0.0
940GZZLUBST,940GZZLULNB,0.0,20.987,353.485,511.366,661.461,262.976,83.345,0.044
940GZZLUBST,940GZZLUMSH,0.0,2.443,31.717,12.968,6.603,0.709,0.689,0.0
940GZZLUBST,940GZZLUMBA,0.0,0.0,4.784,21.025,7.805,3.311,0.791,0.0
940GZZLUBST,940GZZLUMYB,0.0,0.451,3.218,22.867,15.76,9.125,1.444,0.0
940GZZLUBST,940GZZLUMED,0.0,0.799,6.005,34.567,39.045,25.219,12.632,0.468
940GZZLUBST,940GZZLUMGT,0.0,30.94,578.705,261.801,149.391,40.87,7.694,0.0
940GZZLUBST,940GZZLUMTC,0.0,0.0,0.531,1.5170001,0.75200003,0.253,0.207,0.0
940GZZLUBST,940GZZLUNHG,0.0,1.222,7.871,42.266,57.785,15.712,2.986,0.0
940GZZLUBST,940GZZLUODS,0.0,0.86300004,65.006,102.903,80.332,33.502,10.755,0.0
940GZZLUBST,940GZZLUOVL,0.0,0.0,2.608,9.465,16.431,8.06,2.889,0.002
940GZZLUBST,940GZZLUOXC,0.0,3.035,92.261,441.15,237.561,50.74,9.907001,0.0
940GZZLUBST,940GZZLUPAC,0.0,16.09,99.873,386.88,432.838,194.373,56.059,0.0
940GZZLUBST,940GZZLUPCC,0.0,2.7089999,89.217,404.315,261.277,122.991,21.153,0.0
940GZZLUBST,940GZZLUQWY,0.0,0.0,3.901,19.32,14.007,6.752,2.14,0.001
940GZZLUBST,940GZZLURGP,0.0,0.077,2.2220001,10.322,4.278,0.814,0.091,0.0
940GZZLUBST,940GZZLURYO,0.0,0.266,16.458,28.589,29.999,18.878,6.56,0.0
940GZZLUBST,940GZZLURSQ,0.0,0.087000005,7.294,31.189001,14.855,6.589,1.335,0.0
940GZZLUBST,940GZZLUSJP,0.0,0.896,29.185,38.69,17.651,5.454,1.438,0.0
940GZZLUBST,940GZZLUSJW,0.0,0.50699997,42.516,137.204,65.747,39.203,14.985,0.012
940GZZLUBST,940GZZLUSPU,0.0,1.929,51.622,50.872,18.807,2.635,0.849,0.0
940GZZLUBST,940GZZLUSBC,0.0,0.021,3.073,26.463,30.185,12.366,3.049,0.003
940GZZLUBST,940GZZLUSSQ,0.0,0.93299997,17.56,69.376,37.77,16.215,4.142,0.0
940GZZLUBST,940GZZLUSKS,0.0,1.241,40.558,159.074,49.690998,29.492,4.918,0.0
940GZZLUBST,940GZZLUSKW,0.0,0.307,4.017,19.014,39.774,23.497,6.013,0.006
940GZZLUBST,940GZZLUCHX,0.0,1.518,73.49,209.429,258.932,56.855,12.511,0.0
940GZZLUBST,940GZZLUSWC,0.0,1.9300001,33.329,113.769,127.941,74.958,25.808,0.039
940GZZLUBST,940GZZLUTMP,0.0,0.0,17.494,36.039,13.643,3.2,0.815,0.0
940GZZLUBST,940GZZLUTCR,0.0,1.299,27.148,127.406,56.342,13.484,1.507,0.0
940GZZLUBST,940GZZLUTWH,0.0,6.213,44.396,109.499,72.951004,15.492,2.415,0.0
940GZZLUBST,940GZZLUVIC,0.0,10.142,129.662,373.051,521.903,184.021,51.755,0.0
940GZZLUBST,940GZZLUWRR,0.0,0.0,2.316,3.976,2.867,0.834,0.007,0.0
940GZZLUBST,940GZZLUWKA,0.0,0.105000004,7.169,56.366,57.874,33.759,11.773,0.0
940GZZLUBST,940GZZLUWLO,0.0,16.422,163.28,444.932,805.329,308.613,80.443,0.012
940GZZLUBST,940GZZLUWBN,0.0,0.067999996,9.126,13.158,11.944,5.775,3.513,0.0
940GZZLUBST,940GZZLUWHP,0.0,4.994,36.633,131.045,226.61101,114.629,32.459,0.035
940GZZLUBST,940GZZLUWKN,0.0,1.864,0.0,28.411,0.0,0.0,0.0,0.0
940GZZLUBST,940GZZLUWSM,0.0,7.436,180.0,344.025,95.032,18.684,4.571,0.006
940GZZLUBST,940GZZLUWPL,0.0,3.757,29.68,45.866,37.509,27.05,11.883,0.0
940GZZLUBST,940GZZLUWIG,0.0,0.149,9.307,85.183,158.116,105.441,49.513,0.257
940GZZLUBST,940GZZLUERB,0.0,0.095,5.453,34.849,22.159,9.332,2.487,0.0
940GZZLUBST,940GZZLUPCO,0.0,0.423,13.062,38.239,36.41,18.926,6.814,0.0
940GZZLUBST,940GZZLUVXL,0.0,5.086,39.4,85.156,133.7,55.143,17.492,0.001
940GZZLUBST,940GZZLUBXN,0.0,1.601,29.094,66.841,126.679,81.591,33.864,0.107
940GZZLUBST,940GZZLUSWK,0.0,9.108,169.744,139.57,142.079,37.89,11.1,0.014
940GZZLUBST,940GZZLUBMY,0.0,4.0690002,21.803,36.683,67.363,36.644,17.73,0.047
940GZZLUBST,940GZZLUCWR,0.0,5.466,61.228,172.036,332.095,188.668,66.963,0.045
940GZZLUBNK,940GZZLUBBN,0.0,4.487,82.365,65.139,35.764,13.811,2.9190001,0.0
940GZZLUBNK,940GZZLUALD,0.0,0.856,31.186,30.984,21.059,9.529,3.322,0.0
940GZZLUBNK,940GZZLUADE,0.0,3.826,250.637,160.322,112.722,46.705,17.67,0.0
940GZZLUBNK,940GZZLUAGL,0.0,19.674,518.964,500.0,535.86,337.292,76.633,0.0
940GZZLUBNK,940GZZLUBST,0.0,3.567,40.237,127.492,107.825,39.283,12.401,0.0
940GZZLUBNK,940GZZLUBSC,0.0,2.641,26.702,18.448,55.794,24.119,7.499,0.0
940GZZLUBNK,940GZZLUBWT,0.0,0.016,3.25,12.193,24.863,11.941,5.268,0.0
940GZZLUBNK,940GZZLUBLG,0.0,23.101,161.935,174.561,230.84799,162.483,83.381996,0.0
940GZZLUBNK,940GZZLUBKF,0.0,24.342001,473.265,369.505,693.614,144.331,33.724,0.0
940GZZLUBNK,940GZZLUBND,0.0,28.84,496.504,1021.378,680.723,154.402,24.979,0.001
940GZZLUBNK,940GZZLUBOR,0.0,3.715,89.889,99.896,59.985,37.438,21.441,0.0
940GZZLUBNK,940GZZLUCAR,0.0,2.604,27.776001,25.228,66.34,35.406,14.264,0.0
940GZZLUBNK,940GZZLUCTN,0.0,13.596,199.248,352.173,333.339,150.838,33.854,0.0
940GZZLUBNK,940GZZLUCST,0.0,4.579,70.835,53.033,64.668,25.86,7.613,0.0
940GZZLUBNK,940GZZLUCHL,0.0,65.963,1122.396,945.79297,422.042,95.143,24.181,0.0
940GZZLUBNK,940GZZLUEMB,0.0,13.276,314.517,497.885,529.859,96.752,17.782,0.0
940GZZLUBNK,940GZZLUCGN,0.0,2.866,24.41,145.91,133.53,34.643,3.42,0.0
940GZZLUBNK,940GZZLUECT,0.0,6.9769998,67.129,101.05,203.709,100.007996,33.813,0.0
940GZZLUBNK,940GZZLUERC,0.0,0.646,4.737,19.653,18.025,6.4110003,3.444,0.0
940GZZLUBNK,940GZZLUEAC,0.0,8.508,172.12,234.802,202.755,132.531,65.754,0.0
940GZZLUBNK,940GZZLUEUS,0.0,73.01,508.613,961.155,1617.419,417.939,89.223,0.0
940GZZLUBNK,940GZZLUESQ,0.0,1.573,31.362,39.326,30.966,5.042,3.403,0.0
940GZZLUBNK,940GZZLUFCN,0.0,4.312,144.026,123.961,82.049,33.196,8.046,0.0
940GZZLUBNK,940GZZLUFYR,0.0,1.159,5.513,18.916,46.622,26.96,7.817,0.002
940GZZLUBNK,940GZZLUFPK,0.0,10.449,43.757,73.53,121.088,99.752,41.733,0.004
940GZZLUBNK,940GZZLUFBY,0.0,3.563,40.637,58.129,160.735,61.054,15.387,0.0
940GZZLUBNK,940GZZLUGTR,0.0,7.083,74.4,95.434,151.092,70.443,24.286,0.0
940GZZLUBNK,940GZZLUGDG,0.0,5.309,38.925,50.273,41.109,12.439,0.927,0.0
940GZZLUBNK,940GZZLUGPS,0.0,1.195,42.119,37.986,20.187,6.358,2.709,0.0
940GZZLUBNK,940GZZLUGPK,0.0,11.901,97.924,357.181,188.253,42.193,12.253,0.0
940GZZLUBNK,940GZZLUHSD,0.0,10.658,148.353,104.428,217.72299,82.69,27.431,0.0
940GZZLUBNK,940GZZLUHAI,0.0,0.509,2.254,10.972,2.343,11.63,2.843,0.0
940GZZLUBNK,940GZZLUHSK,0.0,9.083,93.788,99.407,114.375,46.288,14.392,0.0
940GZZLUBNK,940GZZLUHBN,0.0,62.725,1007.925,1125.642,764.459,187.35,42.713,0.003
940GZZLUBNK,940GZZLUHPK,0.0,2.461,56.111,47.671,108.003,50.775,15.159,0.008
940GZZLUBNK,940GZZLUHWY,0.0,2.97,30.068,51.006,67.163,39.191,13.706,0.001
940GZZLUBNK,940GZZLUHPC,0.0,1.314,17.216,42.715,20.148,4.587,1.248,0.0
940GZZLUBNK,940GZZLUKNG,0.0,1.901,45.837,52.36,117.127,90.545,42.393,0.0
940GZZLUBNK,940GZZLUKOY,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0
940GZZLUBNK,940GZZLUKSH,0.0,5.514,36.522,69.303,147.924,79.974,28.234,0.0
940GZZLUBNK,940GZZLUKBN,0.0,0.289,7.004,19.391,54.4,38.164,20.141,0.005
940GZZLUBNK,940GZZLUKSX,0.0,90.55,675.014,1274.341,1574.439,464.307,136.357,0.0
940GZZLUBNK,940GZZLUKNB,0.0,2.77,53.705,145.001,98.672,23.648,3.884,0.001
940GZZLUBNK,940GZZLULBN,0.0,0.541,6.597,17.981,19.322,6.602,2.8830001,0.0
940GZZLUBNK,940GZZLULGT,0.0,9.568,85.415,187.544,415.538,141.133,39.351,0.0
940GZZLUBNK,940GZZLULSQ,0.0,7.058,44.555,197.885,218.656,65.586,12.11,0.0
940GZZLUBNK,940GZZLULVT,0.0,76.464,1138.307,940.493,915.728,380.692,139.61101,0.0
940GZZLUBNK,940GZZLULNB,0.0,23.495,362.036,537.38,489.819,271.442,104.182,0.0
940GZZLUBNK,940GZZLUMSH,0.0,3.286,129.599,78.807,27.293,8.615,2.603,0.0
940GZZLUBNK,940GZZLUMBA,0.0,21.832,257.864,339.877,291.73502,92.476,29.528,0.0
940GZZLUBNK,940GZZLUMYB,0.0,5.028,44.932,149.04,333.683,82.586,28.746,0.0
940GZZLUBNK,940GZZLUMED,0.0,3.303,49.503,118.067,244.607,139.101,62.637,0.0
940GZZLUBNK,940GZZLUMGT,0.0,50.595,732.737,385.4,582.904,149.554,45.823,0.0
940GZZLUBNK,940GZZLUMTC,0.0,2.49,33.383,18.238,18.718,8.778,2.759,0.0
940GZZLUBNK,940GZZLUNHG,0.0,9.623,148.706,189.278,324.571,181.47,52.752,0.006
940GZZLUBNK,940GZZLUODS,0.0,26.864,729.862,631.312,421.107,305.862,79.386,0.0
940GZZLUBNK,940GZZLUOVL,0.0,7.315,120.865,117.808,225.753,159.177,51.284,0.0
940GZZLUBNK,940GZZLUOXC,0.0,71.187,852.326,1709.715,1224.775,258.562,39.063,0.003
940GZZLUBNK,940GZZLUPAC,0.0,13.698,147.9,379.968,454.836,136.001,36.369,0.0
940GZZLUBNK,940GZZLUPCC,0.0,8.404,96.771,383.097,314.151,72.652,12.645,0.0
940GZZLUBNK,940GZZLUQWY,0.0,6.295,62.647,111.117,216.639,101.451,38.791,0.002
940GZZLUBNK,940GZZLURGP,0.0,0.644,10.693,33.151,19.902,4.525,0.828,0.0
940GZZLUBNK,940GZZLURYO,0.0,0.201,1.305,3.2450001,7.116,6.264,1.562,0.0
940GZZLUBNK,940GZZLURSQ,0.0,4.626,55.095,95.615,80.106,28.623,7.007,0.001
940GZZLUBNK,940GZZLUSJP,0.0,19.014,330.026,320.027,181.833,49.309002,14.167,0.0
940GZZLUBNK,940GZZLUSJW,0.0,1.7870001,8.0720005,34.996,84.695,50.476,11.983,0.001
940GZZLUBNK,940GZZLUSPU,0.0,34.182,402.682,319.049,115.045,36.495,10.92,0.001
940GZZLUBNK,940GZZLUSBC,0.0,21.803,197.113,232.966,603.163,250.115,71.872,0.046
940GZZLUBNK,940GZZLUSSQ,0.0,14.288,166.371,224.889,385.515,120.625,30.304,0.0
940GZZLUBNK,940GZZLUSKS,0.0,16.123,203.272,326.992,302.366,103.307,27.127,0.0
940GZZLUBNK,940GZZLUSKW,0.0,10.285,57.841,83.031,308.181,177.077,69.801,0.0
940GZZLUBNK,940GZZLUCHX,0.0,0.695,19.816,65.226,64.375,13.878,1.127,0.0
940GZZLUBNK,940GZZLUSWC,0.0,0.219,7.674,21.66,58.908,35.986,10.58,0.004
940GZZLUBNK,940GZZLUTMP,0.0,10.6050005,279.356,283.304,183.592,37.741,5.2269998,0.0
940GZZLUBNK,940GZZLUTCR,0.0,70.276,903.008,1453.935,1318.189,361.851,71.405,0.005
940GZZLUBNK,940GZZLUTWH,0.0,2.799,86.617,146.865,104.946,30.315,9.713,0.0
940GZZLUBNK,940GZZLUVIC,0.0,17.247,171.659,240.619,327.972,107.536,47.019,0.0
940GZZLUBNK,940GZZLUWRR,0.0,8.43,65.038,63.502,39.341,13.14,3.928,0.001
940GZZLUBNK,940GZZLUWKA,0.0,1.008,6.112,19.97,66.917,38.001,9.999,0.0
940GZZLUBNK,940GZZLUWLO,0.0,138.606,1561.802,2973.543,14598.259,4843.94,915.075,0.0
